ORDER_ID,TRUCK_ID,LOCATION_ID,CUSTOMER_ID,DISCOUNT_ID,SHIFT_ID,SHIFT_START_TIME,SHIFT_END_TIME,ORDER_CHANNEL,ORDER_TS,SERVED_TS,ORDER_CURRENCY,ORDER_AMOUNT,ORDER_TAX_AMOUNT,ORDER_DISCOUNT_AMOUNT,ORDER_TOTAL
135408449,294,11150,,,304221,15:00:00.000,22:00:00.000,,2021-09-17T21:47:02.000Z,,USD,22.0000,,,22.0000
117453982,261,13303,184455,,279046,08:30:00.000,14:30:00.000,,2022-07-10T13:55:13.000Z,,USD,20.0000,,,20.0000
430779514,446,11942,,,200501154,08:30:00.000,14:30:00.000,,2022-02-26T10:46:39.000Z,,USD,56.0000,,,56.0000
95355152,249,12451,,,249213,15:00:00.000,22:00:00.000,,2021-05-03T15:15:49.000Z,,USD,42.0000,,,42.0000
88760358,236,8784,,,240346,08:30:00.000,14:30:00.000,,2022-04-30T13:36:01.000Z,,USD,88.0000,,,88.0000
134842234,297,10094,,,303424,08:00:00.000,14:00:00.000,,2021-07-29T08:38:54.000Z,,USD,26.0000,,,26.0000
421729130,432,6360,,,200487179,16:00:00.000,23:00:00.000,,2022-08-30T21:45:41.000Z,,USD,32.0000,,,32.0000
435297868,436,9186,,,200507541,15:00:00.000,22:00:00.000,,2022-10-02T21:25:38.000Z,,USD,5.0000,,,5.0000
422462543,448,7514,,,200489296,08:30:00.000,14:30:00.000,,2019-07-10T13:14:52.000Z,,USD,24.0000,,,24.0000
434593015,450,7440,,,200506548,08:00:00.000,14:00:00.000,,2022-08-29T10:38:11.000Z,,USD,44.0000,,,44.0000
435397949,448,7581,,,200507684,08:00:00.000,14:00:00.000,,2022-10-06T10:13:17.000Z,,USD,17.0000,,,17.0000
431636939,441,7541,,,200502361,15:00:00.000,22:00:00.000,,2022-04-12T21:56:03.000Z,,USD,34.0000,,,34.0000
68217137,224,10620,,,212719,15:30:00.000,22:30:00.000,,2020-03-18T21:40:39.000Z,,USD,65.0000,,,65.0000
95693446,246,13942,,,249667,16:00:00.000,23:00:00.000,,2021-06-10T20:18:48.000Z,,USD,6.0000,,,6.0000
430294604,442,12156,,,200500472,08:00:00.000,14:00:00.000,,2022-01-31T09:33:36.000Z,,USD,12.0000,,,12.0000
133138906,299,12541,,,301016,08:30:00.000,14:30:00.000,,2021-02-03T09:18:56.000Z,,USD,18.0000,,,18.0000
133287430,291,7897,,,301225,15:00:00.000,22:00:00.000,,2021-02-21T18:09:30.000Z,,USD,6.0000,,,6.0000
424560055,439,7420,,,200492329,15:30:00.000,22:30:00.000,,2020-11-06T17:18:55.000Z,,USD,59.0000,,,59.0000
74479397,222,6769,,,221142,08:00:00.000,14:00:00.000,,2022-02-09T12:27:40.000Z,,USD,12.0000,,,12.0000
362212859,316,13535,,,200361390,08:00:00.000,14:00:00.000,,2022-01-21T11:18:53.000Z,,USD,38.0000,,,38.0000
54300190,169,13695,,,167958,09:00:00.000,15:00:00.000,,2022-01-16T09:56:57.000Z,,USD,47.0000,,,47.0000
385138308,360,10271,,,200401757,16:00:00.000,23:00:00.000,,2022-10-19T22:58:21.000Z,,USD,11.0000,,,11.0000
403869949,400,10492,,,200444742,08:00:00.000,14:00:00.000,,2022-03-05T09:30:34.000Z,,USD,53.0000,,,53.0000
93339110,242,11312,,,246499,15:30:00.000,22:30:00.000,,2020-05-09T17:58:46.000Z,,USD,104.0000,,,104.0000
54580313,180,12899,,,170909,16:00:00.000,23:00:00.000,,2022-05-06T16:07:18.000Z,,USD,11.0000,,,11.0000
434740103,448,9198,,,200506755,15:00:00.000,22:00:00.000,,2022-09-05T19:13:26.000Z,,USD,17.0000,,,17.0000
94062499,246,10431,,,247475,15:30:00.000,22:30:00.000,,2020-10-14T16:32:25.000Z,,USD,12.0000,,,12.0000
447339685,64,3515,,,200523880,08:30:00.000,14:30:00.000,,2022-09-03T08:47:27.000Z,,USD,53.0000,,,53.0000
361986858,329,7244,,,200361079,15:30:00.000,22:30:00.000,,2022-01-06T17:31:37.000Z,,USD,32.0000,,,32.0000
458907350,60,15437,,,200580006,08:00:00.000,14:00:00.000,,2022-07-15T10:15:44.000Z,,USD,11.0000,,,11.0000
385282968,349,4706,,,200401974,08:00:00.000,14:00:00.000,,2022-10-27T09:21:51.000Z,,USD,18.0000,,,18.0000
447734962,61,1885,,,200524414,08:30:00.000,14:30:00.000,,2022-09-21T10:24:53.000Z,,USD,4.0000,,,4.0000
132620921,296,10135,,,300271,15:00:00.000,22:00:00.000,,2020-11-19T19:57:37.000Z,,USD,69.0000,,,69.0000
424405045,439,7428,,,200492104,08:30:00.000,14:30:00.000,,2020-10-21T10:24:13.000Z,,USD,10.0000,,,10.0000
362595527,330,7220,,,200361916,09:00:00.000,15:00:00.000,,2022-02-13T13:22:20.000Z,,USD,68.0000,,,68.0000
361918983,324,10646,,,200360985,16:00:00.000,23:00:00.000,,2022-01-02T22:44:20.000Z,,USD,78.0000,,,78.0000
93562628,246,5428,,,246801,15:00:00.000,22:00:00.000,,2020-06-28T17:47:58.000Z,,USD,11.0000,,,11.0000
458240480,46,11601,,,200576420,08:30:00.000,14:30:00.000,,2022-03-15T12:59:46.000Z,,USD,6.0000,,,6.0000
67554590,224,9930,,,211825,16:00:00.000,23:00:00.000,,2019-03-15T19:52:24.000Z,,USD,95.0000,,,95.0000
375984518,353,10263,,,200388091,15:00:00.000,22:00:00.000,,2020-12-08T21:32:39.000Z,,USD,72.0000,,,72.0000
362018084,329,7342,,,200361122,08:00:00.000,14:00:00.000,,2022-01-08T09:30:16.000Z,,USD,84.0000,,,84.0000
60247014,188,12011,,,187620,08:00:00.000,14:00:00.000,,2022-02-16T11:50:44.000Z,,USD,66.0000,,,66.0000
87442711,229,6122,,,238577,15:00:00.000,22:00:00.000,,2022-02-26T19:29:51.000Z,,USD,56.0000,,,56.0000
95269587,254,9695,184333,,249098,09:00:00.000,15:00:00.000,,2021-04-23T10:18:17.000Z,,USD,17.0000,,,17.0000
68062375,224,10613,,,212511,15:00:00.000,22:00:00.000,,2020-01-26T17:38:32.000Z,,USD,89.0000,,,89.0000
435546531,447,7478,,,200507893,15:00:00.000,22:00:00.000,,2022-10-13T17:08:33.000Z,,USD,81.0000,,,81.0000
423189780,450,9231,,,200490334,08:00:00.000,14:00:00.000,,2020-02-26T10:10:24.000Z,,USD,36.0000,,,36.0000
446887631,73,15164,,,200523269,15:00:00.000,22:00:00.000,,2022-08-13T20:40:36.000Z,,USD,6.0000,,,6.0000
423030430,436,7613,,,200490103,15:30:00.000,22:30:00.000,,2020-01-19T21:37:16.000Z,,USD,40.5000,,,40.5000
92957718,246,8534,169720,,245986,08:00:00.000,14:00:00.000,,2020-01-21T13:04:55.000Z,,USD,5.0000,,,5.0000
134690165,291,12814,,,303208,09:00:00.000,15:00:00.000,,2021-07-16T09:52:52.000Z,,USD,27.0000,,,27.0000
446441921,71,12989,77345,,200522665,15:30:00.000,22:30:00.000,,2022-07-24T20:47:48.000Z,,USD,38.0000,,,38.0000
67471017,224,6581,,,211713,15:00:00.000,22:00:00.000,,2019-01-18T16:35:47.000Z,,USD,51.0000,,,51.0000
375975563,353,8173,,,200388076,08:30:00.000,14:30:00.000,,2020-12-07T13:25:03.000Z,,USD,24.0000,,,24.0000
132633938,297,13364,,,300289,15:00:00.000,22:00:00.000,,2020-11-21T21:42:20.000Z,,USD,12.0000,,,12.0000
423947739,448,10653,,,200491435,15:00:00.000,22:00:00.000,,2020-08-13T19:07:30.000Z,,USD,13.0000,,,13.0000
117578313,270,5722,,,279214,08:00:00.000,14:00:00.000,,2022-07-15T09:18:21.000Z,,USD,11.0000,,,11.0000
458074176,52,1283,,,200575473,15:30:00.000,22:30:00.000,,2022-02-03T20:49:35.000Z,,USD,25.0000,,,25.0000
458416583,53,15418,,,200577413,16:00:00.000,23:00:00.000,,2022-04-20T18:46:56.000Z,,USD,27.0000,,,27.0000
458534049,56,1282,74070,,200578019,16:00:00.000,23:00:00.000,,2022-05-10T18:18:17.000Z,,USD,12.0000,,,12.0000
421888786,425,6288,,,200487705,15:00:00.000,22:00:00.000,,2022-09-17T20:34:14.000Z,,USD,107.5000,,,107.5000
133408787,296,10697,,,301397,15:00:00.000,22:00:00.000,,2021-03-07T21:36:29.000Z,,USD,48.0000,,,48.0000
375425570,353,4729,,,200387209,15:00:00.000,22:00:00.000,,2020-10-06T18:13:32.000Z,,USD,9.0000,,,9.0000
88075740,240,8765,,,239428,08:00:00.000,14:00:00.000,,2022-03-30T08:10:15.000Z,,USD,11.0000,,,11.0000
135578646,292,13666,,,304464,09:00:00.000,15:00:00.000,,2021-10-02T09:52:59.000Z,,USD,9.0000,,,9.0000
132594535,297,7839,,,300232,08:00:00.000,14:00:00.000,,2020-11-14T13:55:55.000Z,,USD,43.0000,,,43.0000
361819564,325,7349,,,200360848,08:00:00.000,14:00:00.000,,2021-12-25T08:59:19.000Z,,USD,8.0000,,,8.0000
68750373,224,6765,,,213437,15:00:00.000,22:00:00.000,,2020-07-12T19:28:59.000Z,,USD,116.0000,,,116.0000
385048988,352,4805,,,200401621,15:00:00.000,22:00:00.000,,2022-10-15T16:55:10.000Z,,USD,24.0000,,,24.0000
67600343,224,6706,,,211887,15:00:00.000,22:00:00.000,,2019-04-15T15:18:02.000Z,,USD,55.0000,,,55.0000
423459368,436,7414,,,200490721,16:00:00.000,23:00:00.000,,2020-05-01T19:14:59.000Z,,USD,10.0000,,,10.0000
118274348,257,5698,,,280149,15:00:00.000,22:00:00.000,,2022-08-16T18:31:45.000Z,,USD,53.0000,,,53.0000
403870323,400,10492,,,200444742,08:00:00.000,14:00:00.000,,2022-03-05T13:01:40.000Z,,USD,9.0000,,,9.0000
49587177,160,5088,,,152457,15:30:00.000,22:30:00.000,,2022-02-22T21:13:15.000Z,,USD,44.0000,,,44.0000
430965636,448,14702,,,200501418,08:30:00.000,14:30:00.000,,2022-03-08T09:27:22.000Z,,USD,6.0000,,,6.0000
95059074,252,5400,,,248815,15:00:00.000,22:00:00.000,,2021-03-30T15:34:10.000Z,,USD,31.0000,,,31.0000
421206302,431,6306,,,200485466,08:30:00.000,14:30:00.000,,2022-07-04T09:10:28.000Z,,USD,26.0000,,,26.0000
435160628,444,11943,,,200507347,15:30:00.000,22:30:00.000,,2022-09-25T18:21:46.000Z,,USD,50.0000,,,50.0000
403870368,400,10492,,,200444742,08:00:00.000,14:00:00.000,,2022-03-05T13:25:42.000Z,,USD,31.0000,,,31.0000
53952243,172,12320,,,164167,15:30:00.000,22:30:00.000,,2021-07-07T18:57:49.000Z,,USD,70.0000,,,70.0000
95909845,242,14230,,,249958,08:30:00.000,14:30:00.000,,2021-07-04T08:52:46.000Z,,USD,71.0000,,,71.0000
375638997,357,4759,,,200387549,15:30:00.000,22:30:00.000,,2020-10-30T18:10:10.000Z,,USD,31.0000,,,31.0000
435404058,437,10024,,,200507693,15:30:00.000,22:30:00.000,,2022-10-07T17:46:57.000Z,,USD,24.0000,,,24.0000
132635303,300,10104,,,300291,15:00:00.000,22:00:00.000,,2020-11-21T20:51:44.000Z,,USD,35.0000,,,35.0000
374935715,347,4694,,,200386444,08:30:00.000,14:30:00.000,,2020-07-24T11:51:57.000Z,,USD,20.0000,,,20.0000
60251467,194,13074,,,187630,08:30:00.000,14:30:00.000,,2022-02-16T09:53:23.000Z,,USD,34.0000,,,34.0000
361708786,318,13535,,,200360696,08:30:00.000,14:30:00.000,,2021-12-16T12:27:46.000Z,,USD,36.0000,,,36.0000
60239220,193,10292,,,187603,15:00:00.000,22:00:00.000,,2022-02-15T18:37:27.000Z,,USD,6.0000,,,6.0000
361393758,316,7317,,,200360263,15:30:00.000,22:30:00.000,,2021-11-19T18:53:44.000Z,,USD,10.0000,,,10.0000
447001407,75,5203,,,200523423,16:00:00.000,23:00:00.000,,2022-08-18T19:11:23.000Z,,USD,49.0000,,,49.0000
132080361,274,10664,,,299488,08:00:00.000,14:00:00.000,,2022-10-26T13:21:56.000Z,,USD,61.0000,,,61.0000
49424547,161,5010,,,152146,08:00:00.000,14:00:00.000,,2022-02-10T10:56:00.000Z,,USD,26.0000,,,26.0000
134902423,300,10724,,,303508,08:00:00.000,14:00:00.000,,2021-08-03T11:21:37.000Z,,USD,36.0000,,,36.0000
118179503,269,14487,,,280022,08:00:00.000,14:00:00.000,,2022-08-11T09:10:51.000Z,,USD,54.0000,,,54.0000
68728920,213,10610,,,213409,15:30:00.000,22:30:00.000,,2020-07-10T16:59:31.000Z,,USD,104.5000,,,104.5000
54319462,173,8721,93269,,168148,09:00:00.000,15:00:00.000,,2022-01-23T14:41:25.000Z,,USD,51.0000,,,51.0000
49331764,154,11295,,,151979,15:00:00.000,22:00:00.000,,2022-02-04T18:20:21.000Z,,USD,8.0000,,,8.0000
54281053,166,13994,,,167770,08:00:00.000,14:00:00.000,,2022-01-09T13:38:02.000Z,,USD,25.0000,,,25.0000
134206000,294,7784,96657,,302523,16:00:00.000,23:00:00.000,,2021-05-30T17:09:06.000Z,,USD,96.0000,,,96.0000
54608495,167,12327,74497,,171220,08:00:00.000,14:00:00.000,,2022-05-18T12:27:46.000Z,,USD,65.0000,,,65.0000
424434654,439,7403,,,200492146,08:00:00.000,14:00:00.000,,2020-10-24T12:57:18.000Z,,USD,23.0000,,,23.0000
376157891,347,12218,,,200388366,09:00:00.000,15:00:00.000,,2020-12-28T12:00:48.000Z,,USD,6.0000,,,6.0000
67732909,224,13815,,,212066,08:00:00.000,14:00:00.000,,2019-07-14T09:20:12.000Z,,USD,49.0000,,,49.0000
430947476,448,14753,,,200501392,08:00:00.000,14:00:00.000,,2022-03-07T10:31:48.000Z,,USD,53.0000,,,53.0000
94254126,250,12992,,,247732,08:30:00.000,14:30:00.000,,2020-11-15T10:19:57.000Z,,USD,31.0000,,,31.0000
93353693,246,5460,,,246519,16:00:00.000,23:00:00.000,,2020-05-12T18:08:28.000Z,,USD,16.0000,,,16.0000
385985739,361,4504,,,200403539,15:00:00.000,22:00:00.000,,2020-08-07T18:56:03.000Z,,USD,12.0000,,,12.0000
88682771,229,8830,,,240242,08:00:00.000,14:00:00.000,,2022-04-27T13:31:35.000Z,,USD,30.0000,,,30.0000
435709059,441,7605,,,200508120,08:00:00.000,14:00:00.000,,2022-10-21T10:46:01.000Z,,USD,6.0000,,,6.0000
88808865,238,6052,,,240411,15:00:00.000,22:00:00.000,,2022-05-02T16:35:42.000Z,,USD,110.0000,,,110.0000
361410670,324,7284,,,200360286,08:30:00.000,14:30:00.000,,2021-11-20T12:49:29.000Z,,USD,71.0000,,,71.0000
134732551,300,7760,,,303269,15:00:00.000,22:00:00.000,,2021-07-19T18:30:43.000Z,,USD,11.0000,,,11.0000
92945607,246,5414,,,245970,08:00:00.000,14:00:00.000,,2020-01-17T10:35:37.000Z,,USD,25.0000,,,25.0000
421630248,423,6332,,,200486861,15:30:00.000,22:30:00.000,,2022-08-20T17:13:21.000Z,,USD,12.5000,,,12.5000
384946717,353,4699,,,200401472,09:00:00.000,15:00:00.000,,2022-10-10T10:16:32.000Z,,USD,15.0000,,,15.0000
134285690,294,7835,,,302635,15:00:00.000,22:00:00.000,,2021-06-07T15:09:12.000Z,,USD,9.0000,,,9.0000
49917471,163,14203,,,153061,15:30:00.000,22:30:00.000,,2022-03-17T22:08:50.000Z,,USD,6.0000,,,6.0000
385417566,363,10769,,,200402182,08:00:00.000,14:00:00.000,,2019-10-18T12:54:59.000Z,,USD,12.5000,,,12.5000
89054020,238,11671,,,240740,08:00:00.000,14:00:00.000,,2022-05-13T11:08:32.000Z,,USD,43.0000,,,43.0000
54771291,167,13518,99324,,173053,15:00:00.000,22:00:00.000,,2022-07-21T21:17:11.000Z,,USD,24.0000,,,24.0000
95719463,246,5566,,,249702,08:30:00.000,14:30:00.000,,2021-06-13T09:07:57.000Z,,USD,26.0000,,,26.0000
95473627,250,13499,,,249371,16:00:00.000,23:00:00.000,,2021-05-16T22:04:07.000Z,,USD,97.0000,,,97.0000
375446240,358,14402,,,200387243,16:00:00.000,23:00:00.000,,2020-10-08T19:41:56.000Z,,USD,6.0000,,,6.0000
434701142,450,7595,,,200506699,15:00:00.000,22:00:00.000,,2022-09-03T20:17:01.000Z,,USD,11.0000,,,11.0000
459220830,59,3060,,,200581655,15:00:00.000,22:00:00.000,,2022-09-08T20:19:45.000Z,,USD,35.0000,,,35.0000
430276955,442,10046,,,200500447,15:30:00.000,22:30:00.000,,2022-01-30T19:05:38.000Z,,USD,19.0000,,,19.0000
423859692,439,7601,,,200491305,15:00:00.000,22:00:00.000,,2020-07-28T21:44:50.000Z,,USD,8.0000,,,8.0000
53929067,180,5936,,,163911,15:00:00.000,22:00:00.000,,2021-06-19T17:01:08.000Z,,USD,68.0000,,,68.0000
363085195,319,7374,,,200362585,15:30:00.000,22:30:00.000,,2022-03-16T21:40:13.000Z,,USD,102.0000,,,102.0000
362110999,325,9142,,,200361250,09:00:00.000,15:00:00.000,,2022-01-14T10:14:54.000Z,,USD,18.0000,,,18.0000
434846551,448,9218,,,200506904,08:30:00.000,14:30:00.000,,2022-09-10T11:57:48.000Z,,USD,6.0000,,,6.0000
59867769,183,12411,,,186778,08:00:00.000,14:00:00.000,,2022-01-15T10:41:39.000Z,,USD,72.5000,,,72.5000
434574787,436,12920,,,200506520,08:00:00.000,14:00:00.000,,2022-08-29T11:26:45.000Z,,USD,4.0000,,,4.0000
422263289,425,6223,,,200488934,08:00:00.000,14:00:00.000,,2022-10-28T11:40:20.000Z,,USD,17.2500,,,17.2500
361502973,322,7185,,,200360412,08:00:00.000,14:00:00.000,,2021-11-28T12:10:11.000Z,,USD,9.0000,,,9.0000
458632467,60,15310,,,200578537,15:00:00.000,22:00:00.000,,2022-05-27T19:45:31.000Z,,USD,33.0000,,,33.0000
67681357,224,6714,,,211996,08:00:00.000,14:00:00.000,,2019-06-09T11:09:40.000Z,,USD,55.0000,,,55.0000
434426561,436,9175,,,200506310,09:00:00.000,15:00:00.000,,2022-08-22T13:37:28.000Z,,USD,6.0000,,,6.0000
117766906,261,5691,,,279467,15:00:00.000,22:00:00.000,,2022-07-24T21:03:30.000Z,,USD,6.0000,,,6.0000
95780310,242,11315,184160,,249784,08:00:00.000,14:00:00.000,,2021-06-20T08:48:55.000Z,,USD,38.0000,,,38.0000
94926274,250,8485,,,248636,08:00:00.000,14:00:00.000,,2021-03-08T12:54:32.000Z,,USD,16.0000,,,16.0000
422857678,448,7425,,,200489857,15:00:00.000,22:00:00.000,,2019-11-27T18:23:49.000Z,,USD,24.0000,,,24.0000
60610864,189,10285,,,188376,08:00:00.000,14:00:00.000,,2022-03-17T10:58:36.000Z,,USD,53.0000,,,53.0000
74371060,213,6628,,,220997,15:30:00.000,22:30:00.000,,2022-02-03T16:49:02.000Z,,USD,54.5000,,,54.5000
385279682,346,8166,,,200401969,15:00:00.000,22:00:00.000,,2022-10-27T17:40:47.000Z,,USD,31.0000,,,31.0000
375941694,355,11536,,,200388023,15:30:00.000,22:30:00.000,,2020-12-03T22:10:18.000Z,,USD,64.0000,,,64.0000
118940805,256,9738,,,281047,15:30:00.000,22:30:00.000,,2022-09-15T18:59:37.000Z,,USD,11.0000,,,11.0000
67341998,208,4489,,,211222,08:00:00.000,14:00:00.000,,2022-10-17T11:50:49.000Z,,USD,11.0000,,,11.0000
68593975,224,6847,,,213226,08:30:00.000,14:30:00.000,,2020-06-15T13:36:03.000Z,,USD,51.0000,,,51.0000
458533062,54,10414,,,200578014,08:00:00.000,14:00:00.000,,2022-05-10T09:55:36.000Z,,USD,64.0000,,,64.0000
435835057,439,7476,,,200508296,08:00:00.000,14:00:00.000,,2022-10-27T09:30:34.000Z,,USD,76.0000,,,76.0000
135642009,299,10131,,,304555,15:30:00.000,22:30:00.000,,2021-10-06T21:52:16.000Z,,USD,49.0000,,,49.0000
93837863,242,14407,,,247171,15:00:00.000,22:00:00.000,,2020-08-29T20:10:14.000Z,,USD,77.0000,,,77.0000
48577967,162,10370,,,150590,08:00:00.000,14:00:00.000,,2021-11-30T08:26:22.000Z,,USD,12.0000,,,12.0000
135364766,297,13359,,,304160,08:00:00.000,14:00:00.000,,2021-09-13T13:21:34.000Z,,USD,62.0000,,,62.0000
132500855,297,14641,,,300096,08:30:00.000,14:30:00.000,,2020-10-28T08:57:09.000Z,,USD,35.0000,,,35.0000
424613149,450,11107,,,200492408,08:00:00.000,14:00:00.000,,2020-11-11T10:58:41.000Z,,USD,49.0000,,,49.0000
59759237,184,13833,,,186547,15:30:00.000,22:30:00.000,,2022-01-06T17:00:28.000Z,,USD,16.0000,,,16.0000
435539497,442,7460,,,200507883,15:00:00.000,22:00:00.000,,2022-10-13T19:09:51.000Z,,USD,69.0000,,,69.0000
424082849,448,9214,,,200491634,08:00:00.000,14:00:00.000,,2020-09-07T12:54:02.000Z,,USD,31.0000,,,31.0000
96048345,246,9700,,,250143,15:00:00.000,22:00:00.000,,2021-07-17T20:56:23.000Z,,USD,24.0000,,,24.0000
60524168,195,12579,,,188204,08:30:00.000,14:30:00.000,,2022-03-10T08:35:23.000Z,,USD,68.0000,,,68.0000
430686322,445,7495,,,200501023,15:30:00.000,22:30:00.000,,2022-02-21T20:41:06.000Z,,USD,19.0000,,,19.0000
93797142,242,8514,,,247117,15:30:00.000,22:30:00.000,,2020-08-20T16:35:01.000Z,,USD,14.0000,,,14.0000
423956022,436,7444,,,200491447,15:00:00.000,22:00:00.000,,2020-08-15T20:07:23.000Z,,USD,9.0000,,,9.0000
421852844,426,6335,,,200487586,08:00:00.000,14:00:00.000,,2022-09-13T12:34:11.000Z,,USD,6.0000,,,6.0000
362242385,329,7250,,,200361431,15:00:00.000,22:00:00.000,,2022-01-22T15:08:40.000Z,,USD,18.0000,,,18.0000
376424498,353,10783,,,200388777,15:00:00.000,22:00:00.000,,2021-01-26T15:00:46.000Z,,USD,27.0000,,,27.0000
132269207,297,7807,116795,,299756,08:00:00.000,14:00:00.000,,2020-08-02T08:28:00.000Z,,USD,52.0000,,,52.0000
53931261,180,12327,,,163938,08:00:00.000,14:00:00.000,,2021-06-21T10:52:48.000Z,,USD,11.0000,,,11.0000
421863068,428,10571,,,200487621,15:30:00.000,22:30:00.000,,2022-09-14T16:39:42.000Z,,USD,9.0000,,,9.0000
446996448,72,15136,,,200523416,08:00:00.000,14:00:00.000,,2022-08-18T13:04:17.000Z,,USD,22.0000,,,22.0000
118645530,267,5578,,,280648,08:00:00.000,14:00:00.000,,2022-09-01T12:33:57.000Z,,USD,22.0000,,,22.0000
132783969,291,10122,,,300508,08:30:00.000,14:30:00.000,,2020-12-19T13:46:55.000Z,,USD,11.0000,,,11.0000
49309625,161,12598,,,151939,15:30:00.000,22:30:00.000,,2022-02-02T21:33:15.000Z,,USD,12.0000,,,12.0000
434946546,443,10026,,,200507044,08:00:00.000,14:00:00.000,,2022-09-15T13:28:13.000Z,,USD,53.0000,,,53.0000
422488491,448,9170,,,200489333,15:00:00.000,22:00:00.000,,2019-07-19T16:35:51.000Z,,USD,91.0000,,,91.0000
68612082,224,6730,,,213251,16:00:00.000,23:00:00.000,,2020-06-19T17:43:39.000Z,,USD,105.0000,,,105.0000
375499832,358,4764,,,200387327,15:00:00.000,22:00:00.000,,2020-10-14T21:05:07.000Z,,USD,48.0000,,,48.0000
135420236,296,10126,,,304238,08:00:00.000,14:00:00.000,,2021-09-18T11:54:55.000Z,,USD,68.0000,,,68.0000
92940071,246,11864,,,245963,15:00:00.000,22:00:00.000,,2020-01-15T15:37:10.000Z,,USD,6.0000,,,6.0000
93981663,246,14620,20665,,247365,15:00:00.000,22:00:00.000,,2020-09-30T20:13:53.000Z,,USD,38.0000,,,38.0000
133249144,297,10092,,,301171,15:30:00.000,22:30:00.000,,2021-02-16T21:42:00.000Z,,USD,11.0000,,,11.0000
49554127,151,8390,,,152390,08:30:00.000,14:30:00.000,,2022-02-20T08:54:04.000Z,,USD,3.0000,,,3.0000
93111283,246,14313,,,246194,08:00:00.000,14:00:00.000,,2020-03-13T08:17:30.000Z,,USD,17.0000,,,17.0000
94913631,246,5471,,,248619,15:00:00.000,22:00:00.000,,2021-03-06T20:17:22.000Z,,USD,6.0000,,,6.0000
118566627,258,5658,,,280541,15:00:00.000,22:00:00.000,,2022-08-29T20:59:56.000Z,,USD,34.0000,,,34.0000
403871184,400,10492,,,200444743,15:00:00.000,22:00:00.000,,2022-03-05T21:46:49.000Z,,USD,8.0000,,,8.0000
424508002,448,7501,,,200492253,15:00:00.000,22:00:00.000,,2020-10-31T17:36:04.000Z,,USD,73.0000,,,73.0000
74484763,212,6749,,,221149,16:00:00.000,23:00:00.000,,2022-02-10T22:29:24.000Z,,USD,26.0000,,,26.0000
89003305,234,5967,,,240672,09:00:00.000,15:00:00.000,,2022-05-11T13:38:06.000Z,,USD,13.0000,,,13.0000
430834746,445,7517,,,200501231,15:30:00.000,22:30:00.000,,2022-03-01T21:26:11.000Z,,USD,51.0000,,,51.0000
375906437,355,10798,,,200387966,08:30:00.000,14:30:00.000,,2020-11-29T12:05:36.000Z,,USD,10.0000,,,10.0000
431307940,439,10039,,,200501897,16:00:00.000,23:00:00.000,,2022-03-27T22:20:16.000Z,,USD,33.0000,,,33.0000
60127205,189,13480,,,187363,15:30:00.000,22:30:00.000,,2022-02-06T16:29:56.000Z,,USD,18.0000,,,18.0000
93736866,250,12072,,,247036,09:00:00.000,15:00:00.000,,2020-08-06T12:47:35.000Z,,USD,29.0000,,,29.0000
375097045,347,10798,,,200386695,15:00:00.000,22:00:00.000,,2020-08-18T16:57:05.000Z,,USD,52.0000,,,52.0000
95910512,242,9687,,,249959,15:30:00.000,22:30:00.000,,2021-07-04T15:46:01.000Z,,USD,21.0000,,,21.0000
